Candidate,Channel,Sentimental_Title,Sentimental_Comment
Progressive,Conservative,-44.91355270147324,-16.5442324645396
Progressive,Conservative,-45.83829827606678,-24.42796926834952
Progressive,Conservative,-39.055847376585014,-31.31945141101793
Progressive,Conservative,-27.942317724227912,-26.40207989270695
Progressive,Conservative,-43.97412240505219,-10.33830200573681
Progressive,Conservative,-29.793763160705574,-11.93706590216607
Progressive,Conservative,-34.48194265365601,-1.738205850124359
Progressive,Conservative,60.68509817123413,-2.792163472622633
Progressive,Conservative,-25.585609674453742,-6.338997185230255
Progressive,Conservative,-21.76644504070282,11.09834933653474
Progressive,Conservative,-38.96508067846298,-7.379754359135404
Progressive,Conservative,-43.07030811905861,-18.62171033397317
Progressive,Conservative,67.07495450973511,-11.98562383651733
Progressive,Conservative,-44.09302063286304,-35.08860864676535
Progressive,Conservative,-37.76825964450836,-33.4118727594614
Progressive,Conservative,-18.67474317550659,-40.63773391147455
Progressive,Conservative,-43.05678606033325,-2.473180182278156
Progressive,Conservative,-41.19563549757004,22.69952686296569
Progressive,Conservative,-41.20869040489197,-1.816249043239575
Progressive,Conservative,-36.61553710699081,-4.637449531583115
Progressive,Conservative,-42.32934042811394,25.76737038325518
Progressive,Conservative,-41.79896265268326,-45.62402896893521
Progressive,Conservative,-45.27026303112507,8.055762786950384
Progressive,Conservative,-46.52104303240776,-12.54397761076689
Progressive,Conservative,-47.35014885663986,-16.78128735377238
Progressive,Conservative,-41.25019684433937,-31.16710566044334
Progressive,Conservative,-43.29161122441292,-6.099959276616573
Progressive,Conservative,-36.68659031391144,-3.108985722064972
Progressive,Conservative,-39.59197849035263,-29.88024851074442
Progressive,Progressive,50.543832778930664,-6.206838734487124
Progressive,Progressive,-38.397232443094246,9.901863680436062
Progressive,Progressive,-11.01349294185638,-1.019105050516756
Progressive,Progressive,-7.576856017112732,6.65055556303781
Progressive,Progressive,-19.91725862026215,4.86614692265228
Progressive,Progressive,-0.7436871528625488,-15.07571374790536
Progressive,Progressive,58.14716815948486,1.878535665833113
Progressive,Progressive,-3.469422459602356,-9.505183221772313
Progressive,Progressive,78.39593291282654,21.24512642621994
Progressive,Progressive,-8.23012888431549,3.71126020976314
Progressive,Progressive,-20.3293651342392,42.65352189540863
Progressive,Progressive,-6.50048553943634,-7.494759049128603
Conservative,Conservative,67.22355484962463,15.64764347858727
Conservative,Conservative,60.075634717941284,-4.946645511532621
Conservative,Conservative,-27.023766934871666,-10.15051919530379
Conservative,Conservative,52.19777226448059,-18.92760428860784
Conservative,Conservative,62.54931092262268,16.06182744421187
Conservative,Conservative,58.24666619300842,-1.867561530144442
Conservative,Conservative,59.40684676170349,53.43860558381206
Conservative,Conservative,-35.05810052156448,0.6144472427547453
Conservative,Conservative,-36.8356317281723,20.35620844810559
Conservative,Conservative,-22.28325605392456,51.27163073047996
Conservative,Conservative,50.345635414123535,-10.88913496849792
Conservative,Conservative,-21.77005112171173,-18.30057967751426
Conservative,Conservative,-38.05025964975357,-8.78769146902169
Conservative,Conservative,-37.037302553653724,-4.242903656636675
Conservative,Conservative,-29.77680265903473,2.283944125287235
Conservative,Conservative,58.75452756881714,-0.6967094766397802
Conservative,Conservative,55.2843451499939,10.74579113256186
Conservative,Conservative,-22.64098227024078,-6.112206470584724
Conservative,Conservative,67.84595251083374,2.150898336965059
Conservative,Conservative,-36.8418425321579,2.189908292324793
Conservative,Conservative,-35.587073862552636,-8.226568453634778
Conservative,Conservative,-5.063968896865845,0.2616680371310106
Conservative,Conservative,-35.577262938022606,11.52362087666988
Conservative,Conservative,-43.28658431768417,1.504683049712726
Conservative,Conservative,53.27978730201721,-1.169196767097508
Conservative,Conservative,-33.41390788555145,16.38027962885405
Conservative,Conservative,-23.86113107204437,24.75015647136248
Conservative,Conservative,-36.35986745357513,41.57397722204527
Conservative,Conservative,-30.487160384655,-1.125762727266798
Conservative,Conservative,-23.642319440841668,2.797938563993999
Conservative,Conservative,-19.9247419834137,-2.079693309374546
Conservative,Conservative,82.07894563674927,3.551322645849764
Conservative,Conservative,64.55971598625183,2.756223480092056
Conservative,Conservative,-23.948907852172848,-6.651541071579508
Conservative,Conservative,52.254074811935425,-0.9604389299027095
Conservative,Conservative,-33.57424736022949,-3.198948688805103
Conservative,Conservative,-25.87372362613678,-5.415415408357537
Conservative,Conservative,-23.938226699829098,16.49070810526609
Conservative,Conservative,51.124781370162964,-2.69890206400305
Conservative,Conservative,-25.65378248691559,2.038351001172531
Conservative,Conservative,-15.903067588806149,5.869259559275473
Conservative,Conservative,-29.755799472332,3.628136239294867
Conservative,Conservative,68.67297291755676,-36.70571628026664
Conservative,Conservative,-14.267018437385559,-4.634064927725404
Conservative,Conservative,-22.40621447563171,-2.686319060731625
Conservative,Conservative,76.4301598072052,-1.137565355747938
Conservative,Conservative,-40.16021713614464,-7.484644518593665
Conservative,Conservative,-12.73016631603241,-11.73211471470732
Conservative,Conservative,-27.902451157569892,-9.484667599201202
Conservative,Conservative,58.56814980506897,-6.191824652954907
Conservative,Conservative,-36.710628867149346,-2.381140423890696
Conservative,Conservative,73.27710390090942,6.048685281227033
Conservative,Conservative,-1.875415444374084,-4.959275765804114
Conservative,Conservative,-40.43116047978401,-9.301798124974196
Conservative,Conservative,70.48951983451843,6.376681293245504
Conservative,Conservative,-36.57827824354172,4.163008208640597
Conservative,Conservative,-17.7848219871521,-15.3619377661431
Conservative,Conservative,-27.593648433685303,-5.461095654617662
Conservative,Conservative,-10.01756191253662,-16.78355000913143
Conservative,Conservative,55.540359020233154,-36.73136392608285
Conservative,Conservative,71.17807269096375,-1.561290204320868
Conservative,Conservative,74.31998252868652,-7.744308894034475
Conservative,Conservative,68.62914562225342,-1.893104854164427
Conservative,Conservative,55.01643419265747,6.709079688479161
Conservative,Conservative,64.51790928840637,-10.28722137833635
Conservative,Conservative,-33.43449681997299,12.88208646167602
Conservative,Conservative,-13.71863186359406,-10.06407179673644
Conservative,Conservative,-31.11199140548706,-7.759926303500129
Conservative,Conservative,-29.643386602401726,-0.2991350988547007
Conservative,Conservative,-32.55439400672913,0.9801647067070007
Conservative,Conservative,-44.29834596812725,-7.441766088207562
Conservative,Conservative,-4.715761542320251,22.91142873179454
Conservative,Conservative,-22.884467244148247,17.72017136893489
Conservative,Conservative,87.1609628200531,95.39798498153687
Conservative,Conservative,-33.43605101108551,-9.051204930163092
Conservative,Conservative,-33.65343511104584,-11.33592764918621
Conservative,Conservative,-38.979116827249534,-26.30937432663308
Conservative,Conservative,-20.42015492916107,80.42755126953125
Conservative,Conservative,-27.131929993629463,-19.24255139061383
Conservative,Conservative,-43.20644289255142,-6.355962543083089
Conservative,Conservative,-43.37173700332642,-20.89478851606448
Conservative,Conservative,-42.76631698012352,-10.890520690009
Conservative,Conservative,-23.59035611152649,21.075090020895
Conservative,Conservative,-6.013825535774231,11.46667202313741
Conservative,Conservative,-16.50314629077911,38.95052783191204
Conservative,Conservative,-41.7274072766304,92.29467312494914
Conservative,Conservative,78.82252931594849,81.4968004822731
Conservative,Conservative,-11.73239648342133,17.23669469356537
Conservative,Conservative,73.62980842590332,59.38766598701477
Conservative,Conservative,79.52952980995178,78.6048948764801
Conservative,Conservative,-28.34143191576004,32.14236398537954
Conservative,Conservative,63.50310444831848,10.04003858701749
Conservative,Conservative,-26.907290518283837,-7.696072570979595
Conservative,Progressive,-41.43096581101418,4.039920006241453
Conservative,Progressive,-6.50380551815033,-23.80400662395087
Conservative,Progressive,-30.731147527694702,-16.05671553761172
Conservative,Progressive,-26.7906591296196,-4.381637927144766
Conservative,Progressive,-28.49324941635132,10.69146990776062
Conservative,Progressive,-33.8958740234375,24.20013786271907
Conservative,Progressive,88.04299235343933,23.34385088511876
Conservative,Progressive,92.46354103088379,8.834866488482369
Conservative,Progressive,-4.677584767341614,-3.752057812433096
Conservative,Progressive,-17.09372401237488,-12.40742177760694
Conservative,Progressive,60.47022342681885,12.89091853594238
Conservative,Progressive,72.56985306739807,10.8456354874831
Conservative,Progressive,-26.58497244119644,-6.433861612759787
Conservative,Progressive,89.10942673683167,-11.08483512591767
Conservative,Progressive,72.18183279037476,-12.45945710688829
